t,o,h,l,Price,v,RSI,MACD,MACD Signal,5d_ma,200d_ma,invested_capital_movement,Invested Capital,buy,sell,available_capital,quantities,stop_loss,position_size,gross_profit,gross_loss,Portfolio worth
2010-02-12,13.96,14.07,13.89,12.959883999999999,5900,54.63755208001142,-0.09675559527652844,-0.10102105528002132,12.838126000000003,,0,1200.0,False,False,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0
2010-02-16,14.18,14.23,14.1,13.125917999999999,8000,63.01251829582046,-0.0697014840926169,-0.09475714104254045,12.910073800000003,,0,1200.0,False,False,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0
2010-02-17,14.26,14.28,14.24,13.172037,3900,65.07887622040795,-0.04403191568251508,-0.08461209597053539,12.989400400000005,,0,1200.0,False,False,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0
2010-02-18,14.32,14.39,14.32,13.273504,3400,69.41631574911833,-0.015324408629783903,-0.0707545585023851,13.094555400000008,,0,1200.0,False,False,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0
2010-02-19,14.41,14.41,14.4,13.291951999999998,4800,70.19298495355689,0.008813500413006992,-0.054840946719306685,13.164659000000006,,0,1200.0,False,True,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0
2010-02-22,14.32,14.39,14.32,13.236607000000001,9500,64.52112830276971,0.023209543105643604,-0.039230848754316636,13.220003600000007,,200,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-02-23,14.3,14.3,14.16,13.098243,12000,52.32474011927854,0.023186413669897377,-0.02674739626947384,13.214468600000007,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-02-24,14.37,14.37,14.29,13.218160000000001,8200,59.90413340441955,0.032470088172717126,-0.014903899381035646,13.223693200000005,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-02-25,14.1,14.31,14.1,13.172037,4800,55.956162057430994,0.03569426519717567,-0.004784266465393383,13.203399800000005,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-02-26,14.28,14.38,14.28,13.236607000000001,7400,60.19384603380007,0.04296444075540151,0.004765474978765596,13.192330800000008,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-01,14.55,14.58,14.53,13.448761,13800,70.83293578928104,0.0650947898023837,0.01683133794348922,13.234761600000008,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-02,14.65,14.68,14.6,13.476432999999998,11300,71.96080071929397,0.08389901438560265,0.03024487323191191,13.310399600000007,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-03,14.65,14.69,14.58,13.448761,4400,68.88717719933527,0.09546810185809207,0.04328951895714794,13.35651980000001,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-04,14.69,14.69,14.63,13.513330999999999,40300,72.0960898318716,0.10859512934385407,0.05635064103448917,13.424778600000007,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-05,14.77,14.89,14.77,13.734710999999999,64800,80.18206469899795,0.13530222917635548,0.07214095866286244,13.524399400000007,,0,1400.0,False,False,1400.0,0.0,0.0,0.0,0.0,0.0,1400.0
2010-03-08,14.95,14.95,14.89,13.780829999999998,457700,81.47260365813221,0.15836369794340044,0.08938550651897004,13.590813200000005,,200,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-09,14.92,15.05,14.92,13.780829999999998,9400,81.47260365813221,0.17462708574728403,0.10643382236463284,13.651692600000004,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-10,15.03,15.12,15.03,13.937639,64500,85.69071143452567,0.19788798404665364,0.12472465470103701,13.749468200000004,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-11,15.09,15.16,15.09,13.983761,77900,86.7170329387962,0.21753644870802447,0.1432870135024345,13.843554200000005,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-12,15.17,15.18,15.13,13.983761,68800,86.7170329387962,0.23045149710416446,0.1607199102227805,13.893364200000004,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-15,15.16,15.16,15.03,13.956089000000002,68900,82.01805829656814,0.23573644388627457,0.17572321695547932,13.928416000000007,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-16,15.2,15.22,15.16,14.020658,9200,84.30746622142836,0.2423414199248377,0.18904685754935102,13.976381600000007,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-17,15.27,15.33,15.24,14.085227,116800,86.31748629652756,0.24990533653710578,0.201218553346902,14.005899200000007,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-18,15.3,15.32,15.25,14.131347,59000,87.62396407991135,0.25666264628703495,0.2123073719349286,14.035416400000008,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-19,15.33,15.33,15.18,14.029882999999998,46100,70.52880171366485,0.25093791009353694,0.22003347956665026,14.044640800000007,,0,1600.0,False,False,1600.0,0.0,0.0,0.0,0.0,0.0,1600.0
2010-03-22,15.18,15.4,15.18,14.149795999999998,77100,76.721810862319,0.25315873603773653,0.22665853086086754,14.083382200000006,,200,1800.0,False,False,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-23,15.34,15.43,15.32,14.232813,69600,80.06768989875891,0.25863613828988363,0.23305405234667076,14.125813200000005,,0,1800.0,False,False,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-24,15.41,15.42,15.38,14.195917000000001,31300,74.57111868863593,0.2570368592761554,0.23785061373256772,14.147951200000005,,0,1800.0,False,False,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-25,15.46,15.56,15.4,14.20514,61400,75.06484632688225,0.2535904058121101,0.2409985721484762,14.162709800000005,,0,1800.0,False,True,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-26,15.43,15.44,15.3,14.181120000000002,26300,70.92658479363718,0.24608414847347326,0.24201568741347562,14.192957200000006,,0,1800.0,False,True,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-29,15.45,15.47,15.4,14.23655,19400,74.64803896547308,0.24182056624549908,0.2419766631798803,14.210308000000007,,0,1800.0,False,True,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-30,15.51,15.51,15.43,14.282743,3100,77.42644538135674,0.23940927457121042,0.24146318545814632,14.220294000000006,,0,1800.0,False,True,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-03-31,15.45,15.46,15.41,14.23655,3300,68.73467926173142,0.23110686343527398,0.23939192105357188,14.228420600000003,,0,1800.0,False,False,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-04-01,15.49,15.49,15.34,14.208835,45100,63.77815450375806,0.21975754572551942,0.23546504598796142,14.229159600000003,,0,1800.0,False,False,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0
2010-04-05,15.47,15.56,15.4,14.35665,47300,74.91153392665528,0.22015278061701515,0.2324025929137722,14.264265600000002,,200,2000.0,False,True,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0
2010-04-06,15.54,15.62,15.49,14.402842999999999,55800,77.41469067754258,0.22163848566742494,0.23024977146450276,14.297524200000003,,0,2000.0,False,True,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0
2010-04-07,15.61,15.62,15.5,14.347413000000001,79500,68.01839006036373,0.21585493850558102,0.22737080487271843,14.310458200000005,,0,2000.0,False,False,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0
